index,data,type
6964,"FIRMA ""MIHAIS"" SOCIETATEA CU RASPUNDERE LIMITATA",Company
6965,"INTREPRINDEREA INDIVIDUALA ""ATAMANOV",Company
6966,"INTREPRINDEREA INDIVIDUALA ""OLGA-JIVAC",Company
6967,"INTREPRINDEREA INDIVIDUALA ""LUCTRANS-CAZANGI",Company
6968,"INTREPRINDEREA INDIVIDUALA ""MAD-SHOP",Company
6969,"INTREPRINDEREA INDIVIDUALA ""STOLEARENCO",Company
6970,"FIRMA DE PRODUCERE ""CONSTRUCTORUL"" SOCIETATE CU RESPONSABILITATE LIMITATA",Company
6971,"INTREPRINDEREA INDIVIDUALA ""V.OLARESCU",Company
6972,"INTREPRINDEREA INDIVIDUALA ""IURIE CAZACU",Company
6973,"INTREPRINDEREA INDIVIDUALA ""P.I.N.",Company
6974,"INTREPRINDEREA INDIVIDUALA ""I.DOSCHINESCU",Company
6975,"FIRMA DE PRODUCTIE SI COMERT ""RAIMONDA"" SRL",Company
6976,"SOCIETATEA CU RASPUNDERE LIMITATA ""GALA INTELEGENT GRUP",Company
6977,"SOCIETATEA CU RASPUNDERE LIMITATA ""RAZACAR-COM",Company
6978,"INTREPRINDEREA INDIVIDUALA ""S.E.BUHAREV",Company
6979,"INTREPRINDEREA INDIVIDUALA ""CUCIUC",Company
6980,"INTREPRINDEREA INDIVIDUALA ""IMРULS-TURCANU",Company
6981,"COOPERATIVA ""VENTILATIE-LUX",Company
6982,"INTREPRINDEREA INDIVIDUALA ""N.L.POSTORONCA",Company
6983,"NTREPRINDEREA INDIVIDUALA ""N.M.IVASIUC",Company
6984,"INTREPRINDEREA INDIVIDUALA ""DARIA-STEBNITCHI",Company
6985,"INTREPRINDEREA INDIVIDUALA ""L.G.STANCHEVICI",Company
6986,"INTREPRINDEREA INDIVIDUALA ""ILONA-BORDIAN",Company
6987,"INTREPRINDEREA INDIVIDUALA ""CRISTINA""-LISII",Company
6988,"INTREPRINDEREA INDIVIDUALA ""CAZAC",Company
6989,"INTREPRINDEREA INDIVIDUALA ""ILONA-TVERDOHLEB",Company
6990,"SOCIETATEA CU RASPUNDERE LIMITATA ""SÎFCUL",Company
6991,"SRL FIRMA ""ZAVOI",Company
6992,"INTREPRINDEREA INDIVIDUALA ""COJOCARI ALEXANDRU",Company
6993,"INTREPRINDEREA INDIVIDUALA ""CABLUCIOC""-RUBLEOV",Company
6994,"INTREPRINDEREA INDIVIDUALA ""CRETU T.V.",Company
6995,"SOCIETATEA CU RASPUNDERE LIMITATA FIRMA DE PRODUCTIE SI COMERT ""MISTAN",Company
6996,"INTREPRINDEREA INDIVIDUALA ""GONCIAROV",Company
6997,"INTREPRINDEREA INDIVIDUALA ""Z.A.VOLGHINA",Company
6998,"INTREPRINDEREA INDIVIDUALA ""C-LAPA",Company
6999,"INTREPRINDEREA INDIVIDUALA ""Z.C.REZNIC",Company
7000,"INTREPRINDEREA INDIVIDUALA ""BERSAN S.B",Company
7001,"INTREPRINDEREA INDIVIDUALA ""N.SPILCA",Company
7002,"INTREPRINDEREA INDIVIDUALA ""BUTOIAS-PACIU",Company
7003,"INTREPRINDEREA INDIVIDUALA ""I.C.STANCHEVICI",Company
7004,"INTREPRINDEREA INDIVIDUALA ""TINEI A.G.",Company
7005,"INTREPRINDEREA INDIVIDUALA ""STRIMBA-NENESCU",Company
7006,"INTREPRINDEREA INDIVIDUALA ""GRAUNCIOR-MOLDAVSCAIA",Company
7007,"INTREPRINDEREA INDIVIDUALA ""SCINTEIA-SUC",Company
7008,"INTREPRINDEREA INDIVIDUALA ""INTERCOMECS-BUCATCA",Company
7009,"INTREPRINDEREA INDIVIDUALA ""ROSCA S S",Company
7010,"SOCIETATEA CU RASPUNDERE LIMITATA ""CUVANJI",Company
7011,"INTREPRINDEREA INDIVIDUALA ""HASAN CARAUS",Company
7012,"INTREPRINDEREA INDIVIDUALA ""TURCAN IU.I",Company
7013,"INTREPRINDEREА INDIVIDUALA ""SOTII LAPICUS",Company
7014,"INTREPRINDEREA INDIVIDUALA ""GUTU A V",Company
7015,"INTREPRINDEREA INDIVIDUALA ""BOGUSEVSCHI V.G.",Company
7016,"INTREPRINDEREA INDIVIDUALA ""BELINSCHII V.C."" IN PROCES DE LICH",Company
7017,"SOCIETATEA CU RASPUNDERE LIMITATA ""VEROZA-LUX",Company
7018,"INTREPRINDEREA INDIVIDUALA ""RETRO",Company
7019,"INTREPRINDEREA INDIVIDUALA ""TORAE",Company
7020,"INTREPRINDEREA INDIVIDUALA ""V.D.ZAPOROJAN",Company
7021,"INTREPRINDEREA INDIVIDUALA ""HAMURARI",Company
7022,"INTREPRINDEREA INDIVIDUALA ""STRELCOVA",Company
7023,"SOCIETATEA CU RASPUNDERE LIMITATA ""LIAPANEX",Company
7024,"INTREPRINDEREA INDIVIDUALA ""N.CEBATARI",Company
7025,"INTREPRINDEREA INDIVIDUALA ""V.BOLDIREV",Company
7026,"INTREPRINDEREA INDIVIDUALA ""IONEL-BUZU",Company
7027,"INTREPRINDEREA INDIVIDUALA ""GLADCHIH",Company
7028,"SOCIETATEA CU RASPUNDERE LIMITATA ""GLORIA",Company
7029,"INTREPRINDEREA INDIVIDUALA ""CAZIUC",Company
7030,"INTREPRINDEREA INDIVIDUALA ""S.DUMITRASCU",Company
7031,"INTREPRINDEREA INDIVIDUALA ""IANCEV",Company
7032,,Company
7033,SJL BROADCAST MANAGEMENT CORP.,Company
7034,"NEW HORIZON TECHNOLOGIES ENERGY SERVICES, L.L.C.",Company
7035,"FIRST INTERSTATE BANCSYSTEM, INC.",Company
7036,"INTERNATIONAL TRADE SOLUTIONS, INC.",Company
7037,"ALPINE AIR EXPRESS, INC.",Company
7038,SILVERSAILOR LLC,Company
7039,"WESTERN INDUSTRIES, INC.",Company
7040,"HITCHNER MONTANA, L.P.",Company
7041,AMERICAN PRAIRIE FOUNDATION,Company
7042,2 more,Company
7043,"GRAND JUNCTION HOSPITALITY GROUP, LLC",Company
7044,"SEMITOOL, INC.",Company
7045,"MARKET DELIVERY ASSOCIATES, INC.",Company
7046,"MODERN MACHINERY CO., INC.",Company
7047,"GREENWAY ENTERPRISES, INC.",Company
7048,MORRIS INDUSTRIES (USA) INC.,Company
7049,"EVOLUTION COMPLETIONS, INC.",Company
7050,"CENNOX, INC.",Company
7051,NATIVE AMERICAN SERVICES CORP.,Company
7052,"SILVER BELL, INC.",Company
7053,PRESERVATION CAPITAL LLC,Company
7054,"WHEAT MONTANA FARMS, INC.",Company
7055,4 more,Company
7056,"BIO-GRO, INC.",Company
7057,"KB ORTHOPEDICS, INC.",Company
7058,"AVITUS, INC.",Company
7059,D.A. DAVIDSON & CO.,Company
7060,"ROCKY MOUNTAIN POWER, INC.",Company
7061,"QUANTEL-USA, INC.",Company
7062,"SUBSTATIONS, INC.",Company
7063,"VALI COOPER INTERNATIONAL, LLC",Company
7064,SANIBEL SUNGLASS CO.,Company
7065,"SALEM FIELDS HELPING HANDS MINISTRY, LLC",Company
7066,ASAMERA OIL (U.S.) INC.,Company
7067,PHILLIPS 66,Company
7068,AAAA MISSOULA CARPET CLEANING,Company
7069,REMINGTON RANCH,Company
7070,YELLOWSTONE WESTERN HERITAGE CENTER FOUNDATION,Company
7071,"CHOTEAU BAPTIST CHURCH OF CHOTEAU, TETON COUNTY, MONTANA",Company
7072,"FIRST EVANGELICAL LUTHERAN CHURCH OF HELENA, MONTANA",Company
7073,"WEIN'S, INC.",Company
7074,"INTERCITY RADIOLOGY, P.C.",Company
7075,FIRST SECURITY GROUP,Company
7076,ANGVICK FARMS INC.,Company
7077,"CARTER COUNTY SHEEP & CATTLE GROWERS ASSOCIATION, INCORPORATED",Company
7078,FLATHEAD VALLEY SKIING FOUNDATION,Company
7079,CROSSROADS HOUSING ASSOCIATION,Company
7080,"HAVRE DAY ACTIVITY CENTER, INC.",Company
7081,"K-K, INC.",Company
7082,LAZY A M RANCH,Company
7083,"MEMORIAL AMBULANCE OF FORT BENTON, MONTANA",Company
7084,"ANDERSON STEEL SUPPLY, INC.",Company
7085,ANACONDA COUNTRY CLUB,Company
7086,NORMAN'S,Company
7087,"VALLEY ENTERPRISES, INC.",Company
7088,"97 HOMESTEADS, INC.",Company
7089,BROADWATER COUNTY FARM BUREAU,Company
7090,"PLEASANT PRAIRIE LUTHERAN CHURCH OF FLAXVILLE, MONTANA",Company
7091,"OTTO CHRISTENSEN JR., TRUCKING, INC.",Company
7092,MILES CITY EAGLES MANOR,Company
7093,FIRST CONTINENTAL CORPORATION,Company
7094,"NORTHWEST IMAGING, P.C.",Company
7095,HIGHLAND LIVESTOCK COMPANY,Company
7096,THE DIEHL COMPANY,Company
7097,HUGHES BAY CORPORATION,Company
7098,POWELL RANCH,Company
7099,"MONTANA SEEDS, INC.",Company
7100,MONTANA SHEET METAL AND AIR CONDITIONING CONTRACTORS ASSOCIATIONINC.,Company
7101,"THE HILL COUNTY 4-H FOUNDATION, INCORPORATED",Company
7102,"QUARTER CIRCLE BELL, INC.",Company
7103,"BILLINGSLEY ROCK CREEK RANCH, INC.",Company
7104,"ACTION FOR EASTERN MONTANA, INC.",Company
7105,BIG BEAR STORES,Company
7106,CHINOOK COMMUNITY CHEST,Company
7107,N HANGING 5 RANCH,Company
7108,THE LIBERTY COUNTY ARTS COUNCIL,Company
7109,"MAHLSTEDT RANCH, INC.",Company
7110,CASCADE COLONY,Company
7111,KALISPELL BABE RUTH LEAGUE,Company
7112,JUDITH GAP TRANSLATOR DISTRICT,Company
7113,KEY O INC.,Company
7114,PETERSON RANCH & FEED LOT,Company
7115,PHILLIPS COUNTY HOUSING AUTHORITY,Company
7116,"R. M. ST. JOHN, M.D., P.C.",Company
7117,DELL BACON RANCH COMPANY,Company
7118,BEAVERHEAD HONEY COMPANY,Company
7119,RAE SUBDIVISION COUNTY WATER AND SEWER DISTRICT NO. 313,Company
7120,THE GOLDEN AGE CENTER,Company
7121,"HOLMAN ENTERPRISES, INC.",Company
7122,PIONEER BASEBALL LEAGUE,Company
7123,"CHILD START, INC.",Company
7124,ELLIOTT OIL CORPORATION,Company
7125,"ALVA AND SONS, INC.",Company
7126,,Company
7127,"DRUŠTVO SA OGRANIČENOM ODGOVRNOŠĆU ZA PROMET I USLUGE ""ARMING-MONT"" D.O.O. - PODGORICA",Company
7128,"PRIVATNA ZDRAVSTVENA USTANOVA ""MEDIGORA"" ULCINJ",Company
7129,ZEČEVIĆ DRAŽEN KOJI OBAVLJA PRIVREDNU DJELATNOST U PRODAVNICI MJEŠOVITE ROBE - PODGORICA,Company
7130,JAVNO PREDUZEĆE ZA STAMBENO KOMUNALNU DJELATNOST - ANDRIJEVICA,Company
7131,"JAVNO PREDUZEĆE ""VODOVOD I KANALIZACIJA"" DANILOVGRAD",Company
7132,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU, EXPORT- IMPORT ""NL CARS"", CETINJE",Company
7133,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ""INNO SYSTEMS M"" ULCINJ",Company
7134,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ""SKY DEVELOPMENT"" - NIKŠIĆ",Company
7135,SONJA ĐURAŠEVIĆ KOJA OBAVLJA PRIVREDNU DJELATNOST - TEZGA - NIKŠIĆ,Company
7136,"JP ""KOMUNALNE DJELATNOSTI"" BAR",Company
7137,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ""BETFIN"" CETINJE",Company
7138,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ZA PROIZVODNJU, TRGOVINU I USLUGE ""BLACK SWAN"" ULCINJ",Company
7139,"DRUŠTVO ZA PROIZVODNJU, PROMET I USLUGE ""DONNA L"" D.O.O. PODGORICA",Company
7140,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ""SM COMPANY"" PODGORICA",Company
7141,"""V&D INTERNET"" DOO PODGORICA",Company
7142,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ""FD COMPANY"" DANILOVGRAD",Company
7143,"DRUŠTVO ZA PROIZVODNJU, PROMET I USLUGE EXPORT-IMPORT ""LAMANS"" DOO KOTOR",Company
7144,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ""FIRE PROTECTION"" BUDVA",Company
7145,"""FRANEX"" DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU BUDVA",Company
7146,"""DRAGAN"" DRUŠTVO ZA PROMET I USLUGE D.O.O. ŠAVNIK",Company
7147,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ""GOSPOŠTINA LUX"" D.O.O. - BUDVA",Company
7148,"""POSLOVNI CENTAR NIKŠIĆ"" D.O.O. ZA PROMET ROBA I USLUGE NIKŠIĆ",Company
7149,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ""JOI"" KOTOR",Company
7150,"DRUŠTVO ZA PROIZVODNJU, PROMET I USLUGE DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ""ŽURIĆ KOMPANI"" MOJKOVAC",Company
7151,"D.O.O. ""GRES INTERNATIONAL CONSULTING CENTER"" ZA PROIZVODNJU, PROMET I USLUGE, EXPORT-IMPORT - HERCEG NOVI",Company
7152,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ""MARZANO"" CETINJE",Company
7153,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ""K&S"" D.O.O. BUDVA",Company
7154,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ""LA CUISINE"" DOO TIVAT",Company
7155,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ""FONTANA KOJČIN"" NIKŠIĆ",Company
7156,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ""COSTRUZIONE AVANZATA"" PODGORICA",Company
7157,"DRUŠTVO ZA PROIZVODNJU, PROMET I USLUGE ""WINNERSPED"" D.O.O. PODGORICA",Company
7158,"""PODGORICA RENT-A-CAR"" DRUŠTVO ZA PROIZVODNJU, PROMET I USLUGE D.O.O. PODGORICA",Company
7159,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ZA PROIZVODNJU, PROMET I USLUGE, EXPORT-IMPORT ""TAU SYSTEMS"" PODGORICA",Company
7160,"""LUCKY LADY"" DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU PODGORICA",Company
7161,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ""KERBER TOURS"" PODGORICA",Company
7162,"D.O.O. ""DRAGANA 8"" ZA PROIZVODNJU, PROMET I USLUGE, EXPORT-IMPORT - HERCEG NOVI",Company
7163,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU, EXPORT-IMPORT ""BURGER FACTORY"" PODGORICA",Company
7164,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ""TRANSPORT - APEL"" ZA PROMET ROBA I USLUGA, CETINJE",Company
7165,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ""ANTIQUE SHOP VERONIKA"" KOTOR",Company
7166,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ""KETTY"" TIVAT",Company
7167,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ""EUROFLEX-PLJEVLJA"" ZA PROIZVODNJU, PROMET I USLUGE, EXPORT-IMPORT - PLJEVLJA",Company
7168,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ""SAILOR CATTARO"" - BUDVA",Company
7169,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ""BAL - CONS"" PODGORICA",Company
7170,"""FAMILY PET"" DOO PODGORICA",Company
7171,"""SORELLE - NT"" DRUŠTVO ZA TRGOVINU I USLUGE D.O.O. NIKŠIĆ",Company
7172,"""MONIJA STIL"" DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU PODGORICA",Company
7173,"STOMATOLOŠKA ORDINACIJA ""ALFA DENT"" - BERANE",Company
7174,"AUTO ŠKOLA ""SAVEZ VOZAČA"" - PODGORICA",Company
7175,"STOMATOLOŠKA ORDINACIJA ""DR MASLOVARIĆ"" - ANDRIJEVICA",Company
7176,"PZU ""MB LABORATORIJA - CARDIO MEDIC "" - HERCEG NOVI",Company
7177,"DRUŠTVO ZA PREVOZ, TRGOVINU I USLUGE ""ĐURKOVIĆ LOGISTICS"" D.O.O. NIKŠIĆ",Company
7178,"PZU SPECIJALISTIČKA AMBULANTA INTERNE MEDICINE ""SRCE"" KOTOR",Company
7179,"STOMATOLOŠKA AMBULANTA ""DAKOVIĆ"" - NIKŠIĆ",Company
7180,AGENCIJA ZA IZGRADNJU I RAZVOJ KOLAŠINA,Company
7181,"OPŠTA STOMATOLOŠKA AMBULANTA ""MM-DENTAL"" ROŽAJE",Company
7182,"OPŠTA STOMATOLOŠKA AMBULANTA ""MIRKOVIĆ"" - TIVAT",Company
7183,"STOMATOLOŠKA ORDINACIJA ""VALDENT"" ULCINJ",Company
7184,"PRIVATNA ZDRAVSTVENA USTANOVA- AMBULANTA OPŠTE MEDICINE ""R & R MEDICAL"" - ULCINJ",Company
7185,JAVNA USTANOVA ISPITNI CENTAR PODGORICA,Company
7186,"OPŠTA STOMATOLOŠKA AMBULANTA ""SORRISO"" BAR",Company
7187,"OPŠTA STOMATOLOŠKA AMBULANTA SA ZUBOTEHNIČKOM LABORATORIJOM ""BUNTIĆ"" BAR",Company
7188,FOND PIO CRNE GORE,Company
7189,"PRIVATNA OBRAZOVNA USTANOVA AUTO - ŠKOLA ""GOLD"" - NIKŠIĆ",Company
7190,PRIVATNA USTANOVA FAKULTET INFORMACIONIH TEHNOLOGIJA I INTELEKTUALNIH SISTEMA - PODGORICA,Company
7191,"OPŠTA STOMATOLOŠKA AMBULANTA ""STEFIDENT"" - PLAV",Company
7192,"ZUBOTEHNIČKA LABORATORIJA ""MS"" GRADAC - PLJEVLJA",Company
7193,"OPŠTA STOMATOLOŠKA AMBULANTA ""ORDINACIJA JELOVAC"" - HERCEG NOVI",Company
7194,"AUTO ŠKOLA ""MLADOST"" ROŽAJE",Company
7195,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ""LIZMONTE"" BUDVA",Company
7196,"D.O.O. ""SHAFT GARAGE"" ZA PROIZVODNJU, PROMET I USLUGE, EXPORT- IMPORT - HERCEG NOVI",Company
7197,"SUKO KAHARI KOJI OBAVLJA PRIVREDNU DJELATNOST ĆEVAPDŽINICA ""PESKATORE"" ULCINJ",Company
7198,"""R.D.S. COMPANY"" DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU PODGORICA",Company
7199,"D.O.O. ZA PROMET I USLUGE, EXPORT - IMPORT ""VELMARE"" BUDVA",Company
7200,"DRAGUSHA KRISTINA KOJA OBAVLJA PRIVREDNU DJELATNOST ŠTAND ZA PROMET ROBE NA MALO TEKSTILOM, OBUĆOM I ODJEĆOM - ULCINJ",Company
7201,"NIKOTIĆ MIRA KOJA OBAVLJA PRIVREDNU DJELATNOST FRIZERSKO KOZMETIČKI SALON ""KUTAK LJEPOTE"" BUDVA",Company
7202,"D.O.O. ""OMUR MARINE"" ZA PROIZVODNJU, PROMET I USLUGE, EXPORT - IMPORT - PODGORICA",Company
7203,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ZA PROIZVODNJU, PROMET I USLUGE, EXPORT-IMPORT ""RIBAR PEJO"" KOLAŠIN",Company
7204,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ""SUCCESSFUL GARDEN"" - BUDVA",Company
7205,"SULEJMAN SULJOVIĆ KOJI OBAVLJA PRIVREDNU DJELATNOST STR ""DINA"" ULCINJ",Company
7206,"""LION INVESTMENT MONTENEGRO"" D.O.O. - BAR",Company
7207,"D.O.O. ""NOBU LOFTS"" ZA PROIZVODNJU, PROMET I USLUGE, EXPORT-IMPORT - HERCEG NOVI",Company
7208,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ""NIKA TRIO"" TIVAT",Company
7209,"DRUŠTVO ZA PROIZVODNJU I PRODAJU ""BREAD"" D.O.O. TIVAT",Company
7210,"ELSAN KURTAGIĆ KOJI OBAVLJA PRIVREDNU DJELATNOST SZR ""DUKAT - E&E"" ROŽAJE",Company
7211,"""UNICOM-MNE"" DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU BERANE",Company
7212,ĐUKOVIĆ BRANKO KOJI OBAVLJA PRIVREDNU DJELATNOST NA ŠTANDU - BUDVA,Company
7213,"""STILETTO"" D.O.O. ULCINJ",Company
7214,"DRUŠTVO ZA PROIZVODNJU, PROMET I USLUGE, EXPORT - IMPORT ""SOLAR - GROUP"" D.O.O. - PODGORICA",Company
7215,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ""TRAVEL-BE"" BIJELO POLJE",Company
7216,"D.O.O. ""E.C.E. LOGISTICS"" ZA PROMET I USLUGE, EXPORT - IMPORT - BIJELO POLJE",Company
7217,,Company
7218,A 2 COMPANY LIMITED,Company
7219,KAYTUMADI SERVICES LIMITED,Company
7220,NOBLE MANAGEMENT ACADEMY COMPANY LIMITED,Company
7221,PYAE PHYO HTOO MINING COMPANY LIMITED,Company
7222,NORTHERN LAND CONSTRUCTION COMPANY LIMITED,Company
7223,THET YADANAR PHYO MANUFACTURING COMPANY LIMITED,Company
7224,"Royal Four Sea Service Co.,Ltd.",Company
7225,CENTURY PHAN KHAR MYAY COMPANY LIMITED,Company
7226,GLOBAL GENUS PARTNERS COMPANY LIMITED,Company
7227,MYAY NAGAR MINING COMPANY LIMITED,Company
7228,GREEN LIGHT TREASURE COMPANY LIMITED,Company
7229,SHWE THET TUN TRADING COMPANY LIMITED,Company
7230,SET KYAR WUT YI GEMS COMPANY LIMITED,Company
7231,KYI LEI SEINN GEMS COMPANY LIMITED,Company
7232,ALPHA CHANNEL COMPANY LIMITED,Company
7233,LUXURY AUTO SERVICES COMPANY LIMITED,Company
7234,JADE TAGON COMPANY LIMITED,Company
7235,MARVELUX HOME GROUP COMPANY LIMITED,Company
7236,^1RIVAL^1 DESIGN AND CONSTRUCTION COMPANY LIMITED,Company
7237,TAR SHWE HTAN COMPANY LIMITED,Company
7238,YANGON TREASURE MAN POWER COMPANY LIMITED,Company
7239,EAST WEST PARAMI SERVICES LIMITED,Company
7240,M.N.Z FAMILY COMPANY LIMITED,Company
7241,PRO SUCCESS TEAM CONSTRUCTION COMPANY LIMITED,Company
7242,ASIA SUCCESS COMPANY LIMITED,Company
7243,UNITED GENERAL INSPECTION COMPANY LIMITED,Company
7244,AYER SHWE WAH MINING COMPANY LIMITED,Company
7245,SHWE MYINT THAUNG YINN INDUSTRY & MANUFACTURING COMPANY LIMITED,Company
7246,GOLDEN DAYS MARITIME SERVICES LIMITED,Company
7247,PEACE ROSE COMPANY LIMITED,Company
7248,"SUMMIT ASIA TRADING Co., Ltd.",Company
7249,GEO-FRIENDS ENGINEERING & CONSTRUCTION COMPANY LIMITED,Company
7250,NAING THAN LWIN TRADING COMPANY LIMITED,Company
7251,AUNG HTAY MIN SHWE TRADING COMPANY LIMITED,Company
7252,LIN HLYAN HTET MINING COMPANY LIMITED,Company
7253,ONE RIVER WATER CONSTRUCTION COMPANY LIMITED,Company
7254,"Moe Tein Mann Travels & Tours Co., Ltd.",Company
7255,"Moe Thin Thin Trading Co., Ltd.",Company
7256,MYINT MYAT MOE SERVICES COMPANY LIMITED,Company
7257,KYAUK SAUNG NI PRODUCTION COMPANY LIMITED,Company
7258,"ROYAL ORBIT CO.,LTD",Company
7259,"Mya Thandar Gems Co.,Ltd",Company
7260,MYAT PHONE KHAUNG COMPANY LIMITED,Company
7261,MANDALAY GOLDEN WING CONSTRUCTION LIMITED,Company
7262,NATURE ZONE TRAVELS & TOURS COMPANY LIMITED,Company
7263,PANTAW TRADING COMPANY LIMITED,Company
7264,MYANMAR TECHNICAL AND POWER SERVICES COMPANY LIMITED,Company
7265,GOLDEN FIVE LIONS COMPANY LIMITED,Company
7266,PANN TAING THIT COMPANY LIMITED,Company
7267,HAN YOMA ELECTRICAL COMPANY LIMITED,Company
7268,OKKALAPA 17 COMPANY LIMITED,Company
7269,SEIN KAUNG YADANAR TRADING COMPANY LIMITED,Company
7270,"Sein Mya Lwin Mining Co., Ltd.",Company
7271,"Sae Paing Construction Co., Ltd.",Company
7272,U MUTHU & SONS TRADING COMPANY LIMITED,Company
7273,"High Capacity Power General Trading Co.,Ltd.",Company
7274,MYANMAR SHWE MUSE CONSTRUCTION COMPANY LIMITED,Company
7275,KT DEVELOPMENT COMPANY LIMITED,Company
7276,AMBER STAR GENERAL TRADING COMPANY LIMITED,Company
7277,SU TAT MON COMPANY LIMITED,Company
7278,KYAW ZA MIN TRADING COMPANY LIMITED,Company
7279,ALFA HOLDING COMPANY LIMITED,Company
7280,"THIDA AYE MYA SERVICES CO.,LTD.",Company
7281,THAR HTET AUNG COMPANY LIMITED,Company
7282,KO BIK AND BROTHERS COMPANY LIMITED,Company
7283,BLESSING INTERNATIONAL TECHNOLOGY COMPANY LIMITED,Company
7284,"Linn Ngwe Yaung Co,Ltd,",Company
7285,MAGI VISION COMPANY LIMITED,Company
7286,LUCKY MOE OO COMPANY LIMITED,Company
7287,HTOO THIT ZAE SERVICES COMPANY LIMITED,Company
7288,SWE YADANAR MINING COMPANY LIMITED,Company
7289,HEIN KAUNG SAT MINING COMPANY LIMITED,Company
7290,SHWE HAN THAR COMPANY LIMITED,Company
7291,WIN LAT MINING COMPANY LIMITED,Company
7292,DEI THA GEMS & JEWELLERY COMPANY LIMITED,Company
7293,"CHEIN KAUNG MANUFACTURING CO.,LTD",Company
7294,EXPEDITIONS MYANMAR COMPANY LIMITED,Company
7295,THIRI ZAYAR TRADING COMPANY LIMITED,Company
7296,MAY YADANA GEMS & JEWELLERY COMPANY LIMITED,Company
7297,MYANMAR THARAWUN COMPANY LIMITED,Company
7298,LINK WAY COMPANY LIMITED,Company
7299,YANGON FILM SERVICES COMPANY LIMITED,Company
7300,WHITE ORANGE TRADING COMPANY LIMITED,Company
7301,ALL MEDIA INFORMATION COMPANY LIMITED,Company
7302,"Loyal Star Trading Co,.Ltd.",Company
7303,SHWE MOE WAI AUNG COMPANY LIMITED,Company
7304,LAND LORD HOTEL COMPANY LIMITED,Company
7305,NATURE HOME MAKERS CONSTRUCTION COMPANY LITMITED,Company
7306,Dream Land Travels & Tours Co; Ltd.,Company
7307,SHWE SAKAR COMPANY LIMITED,Company
7308,,Company
7309,CITIZENS IN CHARGE,Company
7310,"CREATIVE THINKING, INC.",Company
7311,3 more,Company
7312,"AUREUS NURSING, LLC",Company
7313,"METL-FAB, INC.",Company
7314,"HOSPITALITY CONTRACTORS, LLC",Company
7315,"NELNET, INC.",Company
7316,38 more,Company
7317,"AUREUS RADIOLOGY, LLC",Company
7318,SURETY LIFE INSURANCE COMPANY,Company
7319,EMPIRE FIRE AND MARINE INSURANCE COMPANY,Company
7320,6 more,Company
7321,"TAP ENTERPRISES, INC.",Company
7322,16 more,Company
7323,"WGB COMPANIES, INC.",Company
7324,"THE BUCKLE, INC.",Company
7325,GLOBE LIFE AND ACCIDENT INSURANCE COMPANY,Company
7326,"SERAAJ FAMILY HOMES, INC.",Company
7327,"LANDSCAPES UNLIMITED, L.L.C.",Company
7328,"W-S MECHANICAL GROUP, LLC",Company
7329,RDG SCHUTTE WILSCAM BIRGE INC.,Company
7330,"SCOREVISION, LLC",Company
7331,"APPLIED RISK SERVICES, INC.",Company
7332,UNITED AMERICAN INSURANCE COMPANY,Company
7333,13 more,Company
7334,"CAPITAL TOWER & COMMUNICATIONS, INC.",Company
7335,"ADVANCED OVERHEAD GARAGE DOOR SERVICE, LLC",Company
7336,"E & K OF KANSAS CITY, INC.",Company
